"pan_number","status"
"UYJJR430!C","Invalid PAN"
"TTY5224","Invalid PAN"
"YNFIV3321M","Invalid PAN"
"CENG05687Z","Invalid PAN"
"XNIGL2100M","Invalid PAN"
"JEZQV20983O","Invalid PAN"
"KYPVK5273I","Valid PAN"
"UPMS03896I","Invalid PAN"
"DYTHP1866K","Invalid PAN"
"XRPDF6431H","Valid PAN"
"SOKWZ3566A","Invalid PAN"
"INOP01182F","Invalid PAN"
"MLIHH561!P","Invalid PAN"
"UGFGB4730V","Valid PAN"
"MZS9691","Invalid PAN"
"PLKAC54422Z","Invalid PAN"
"LCBQS83424H","Invalid PAN"
"KQP0175","Invalid PAN"
"SOFF31190Z","Invalid PAN"
"DVFVX0512N","Valid PAN"
"GTB5738","Invalid PAN"
"EDFSH153!W","Invalid PAN"
"ORRQX33927B","Invalid PAN"
"EUXH59762Y","Invalid PAN"
"SQBGX5970G","Valid PAN"
"EGJM99553F","Invalid PAN"
"GDTGY357!S","Invalid PAN"
"NBPMT9886G","Invalid PAN"
"XCY2549","Invalid PAN"
"WMDIP5540C","Invalid PAN"
"HXU5303","Invalid PAN"
"MHBMR34848Z","Invalid PAN"
"RJNYO0728P","Valid PAN"
"SCXHG6881I","Invalid PAN"
"RFDXI568!C","Invalid PAN"
"ZRKBD169!T","Invalid PAN"
"OTKBK2585U","Valid PAN"
"XRXPX1022Y","Invalid PAN"
"YBJBI550!S","Invalid PAN"
"KZLEN0390M","Valid PAN"
"KHUXN2633J","Invalid PAN"
"THOPD1745I","Valid PAN"
"DFOAA486!E","Invalid PAN"
"IQDLV4758K","Valid PAN"
"PQDJ96180K","Invalid PAN"
"AHTVH9441T","Invalid PAN"
"YJV7217","Invalid PAN"
"ODAKV032!C","Invalid PAN"
"DXQA13196H","Invalid PAN"
"TBCLE8448U","Invalid PAN"
"JZMBX9107C","Valid PAN"
"PYW1814","Invalid PAN"
"IEOYJ3660J","Invalid PAN"
"LTOFY0182U","Valid PAN"
"XEVHG8479Y","Valid PAN"
"OGK4969","Invalid PAN"
"XJFCJ33222O","Invalid PAN"
"GMPMD0318O","Valid PAN"
"DSRHS955!B","Invalid PAN"
"JBQXV8488M","Invalid PAN"
"MTGAY5516E","Invalid PAN"
"GSLXC2082O","Valid PAN"
"RSPB71511A","Invalid PAN"
"THAPG0990H","Invalid PAN"
"THZIH7726O","Invalid PAN"
"YBCQX7301W","Valid PAN"
"DKIJC15981Y","Invalid PAN"
"FERPR4949F","Valid PAN"
"MIKMZ5775G","Invalid PAN"
"AVFSE1932T","Valid PAN"
"NTCM91374K","Invalid PAN"
"JRBMO496!T","Invalid PAN"
"ZRQUR8165I","Valid PAN"
"KBD6870","Invalid PAN"
"VISRQ582!R","Invalid PAN"
"RPAHL4911D","Invalid PAN"
"CMBBV3249W","Invalid PAN"
"NRJ1417","Invalid PAN"
"GZTHY8704I","Valid PAN"
"LESCH1215E","Valid PAN"
"BAHMI9427J","Valid PAN"
"YUDUO5694R","Valid PAN"
"JEI7711","Invalid PAN"
"XFT6304","Invalid PAN"
"PGPBV5473W","Valid PAN"
"TQMDX3448U","Invalid PAN"
"PDAJK836!W","Invalid PAN"
"MKZN17657N","Invalid PAN"
"VKZLI70192U","Invalid PAN"
"IVDV46524J","Invalid PAN"
"NYN0275","Invalid PAN"
"PWEAQ009!V","Invalid PAN"
"HDS5526","Invalid PAN"
"LUF0089","Invalid PAN"
"TJNIC1820U","Valid PAN"
"LBHD07093I","Invalid PAN"
"KAFUR3305G","Invalid PAN"
"WHFGC80677V","Invalid PAN"
"GFMCL91552E","Invalid PAN"
"PNCFN107!B","Invalid PAN"
"LRNJB196!T","Invalid PAN"
"HCV7049","Invalid PAN"
"VJC3824","Invalid PAN"
"FSISD576!E","Invalid PAN"
"NBKOW1074F","Valid PAN"
"ADSIF191!K","Invalid PAN"
"FJMQX84480H","Invalid PAN"
"XSMHY094!X","Invalid PAN"
"RJGR72215M","Invalid PAN"
"ZTXWI3987C","Valid PAN"
"SQIOJ5952U","Valid PAN"
"IYXCB34386Z","Invalid PAN"
"VHFH70095A","Invalid PAN"
"ZAKSP00258M","Invalid PAN"
"IHXCS50568K","Invalid PAN"
"GTIKD8595M","Valid PAN"
"CHPZN3059O","Valid PAN"
"MGEO24853K","Invalid PAN"
"NAFEV3603L","Valid PAN"
"CKZHL6097T","Valid PAN"
"RCFFZ844!L","Invalid PAN"
"DOHBH952!C","Invalid PAN"
"HZDQU4174D","Valid PAN"
"IRRNP8439X","Invalid PAN"
"HVGHX9970Y","Invalid PAN"
"BVSHK120!L","Invalid PAN"
"FOUWS0590I","Valid PAN"
"MYNUO8286M","Valid PAN"
"HBMIK8848R","Invalid PAN"
"JGDXX5129Y","Invalid PAN"
"TXSHY4107T","Valid PAN"
"SBSUP5203P","Valid PAN"
"VLOFR0486J","Valid PAN"
"LYAOT5498M","Valid PAN"
"PVD3605","Invalid PAN"
"OPF6774","Invalid PAN"
"UWNAZ9418Y","Valid PAN"
"DSRBK0312L","Valid PAN"
"QKOKQ0918D","Valid PAN"
"AOP2828","Invalid PAN"
"XCCPR2235Q","Invalid PAN"
"ZBNRJ5941D","Valid PAN"
"DYWLU4295D","Valid PAN"
"ITWCN499!F","Invalid PAN"
"QAYB79434Z","Invalid PAN"
"OLZBD4157J","Valid PAN"
"SRTPS090!A","Invalid PAN"
"AGOZZ3559T","Invalid PAN"
"REVY47602V","Invalid PAN"
"RSLCN8651V","Valid PAN"
"FHNIY3266N","Invalid PAN"
"DGQJO8019G","Valid PAN"
"JQYT19940G","Invalid PAN"
"HCBAE8994I","Invalid PAN"
"VVJW60665N","Invalid PAN"
"YRFNP7791O","Invalid PAN"
"WZEDJ4159Z","Valid PAN"
"ZYCAP3051B","Valid PAN"
"UVD6200","Invalid PAN"
"GMWEX9952Q","Invalid PAN"
"GIALC106!A","Invalid PAN"
"IVFUH0313Z","Valid PAN"
"DBCKG5623K","Valid PAN"
"UGTEY2063P","Valid PAN"
"RIIL46196C","Invalid PAN"
"DMBLT33308T","Invalid PAN"
"EJWFZ0733D","Invalid PAN"
"ZWPFP5056Q","Valid PAN"
"VRP2945","Invalid PAN"
"WLXML8885J","Invalid PAN"
"TCTB76975S","Invalid PAN"
"AIQCY1961L","Valid PAN"
"CRGQN1329Q","Valid PAN"
"FYYEU660!P","Invalid PAN"
"SPJH95993N","Invalid PAN"
"SAEZP8361A","Valid PAN"
"KBKHU697!H","Invalid PAN"
"VRMH38176Z","Invalid PAN"
"UVGDO02550Q","Invalid PAN"
"ANXGY9876K","Valid PAN"
"KFBDL6408I","Valid PAN"
"JYBVY99491B","Invalid PAN"
"GGJIM9556R","Invalid PAN"
"WDWIJ5496H","Valid PAN"
"POVM86463E","Invalid PAN"
"GZTVA0310G","Valid PAN"
"VWOZY8555A","Invalid PAN"
"JLMXD81594T","Invalid PAN"
"NBZWX6868A","Valid PAN"
"FZQBP8683N","Valid PAN"
"QXQDU5292Z","Valid PAN"
"FMHCA68628B","Invalid PAN"
"YPPW61597J","Invalid PAN"
"JXAAD30145Z","Invalid PAN"
"DZUUO1926H","Invalid PAN"
"LRSXD3037F","Valid PAN"
"EJY3120","Invalid PAN"
"VTW8259","Invalid PAN"
"JQZSR7751P","Invalid PAN"
"KNILI026!S","Invalid PAN"
"CMMU47276Q","Invalid PAN"
"HJNA55000U","Invalid PAN"
"ZPCUU69429Y","Invalid PAN"
"BQEZC6149U","Valid PAN"
"DLM0729","Invalid PAN"
"KGU9639","Invalid PAN"
"ZBMFN685!L","Invalid PAN"
"IYQF40395N","Invalid PAN"
"BUWCW4903U","Valid PAN"
"VBMDK45518D","Invalid PAN"
"HQQGM6096E","Invalid PAN"
"NJSA72724P","Invalid PAN"
"LZDNZ1870K","Valid PAN"
"ISCJA70865D","Invalid PAN"
"QHTWA8145Y","Valid PAN"
"KHQHC513!R","Invalid PAN"
"FYECB8601G","Valid PAN"
"VVZTB1506W","Invalid PAN"
"LIXD06108T","Invalid PAN"
"GKUXG820!L","Invalid PAN"
"PKRCU198!G","Invalid PAN"
"LTLEW1401Y","Valid PAN"
"KLMSC0745F","Valid PAN"
"MASWC9074Q","Valid PAN"
"AKOPA5809F","Valid PAN"
"YCHNY6731M","Valid PAN"
"YDREF9004I","Invalid PAN"
"JYAWD714!X","Invalid PAN"
"HIWLD3243V","Valid PAN"
"GMBTW662!A","Invalid PAN"
"DNKYH241!S","Invalid PAN"
"NJKYU1473T","Valid PAN"
"XAJJH211!O","Invalid PAN"
"BNVGP0628R","Valid PAN"
"WGRAA24113Y","Invalid PAN"
"SJNIE2804P","Valid PAN"
"HUSGM7567F","Valid PAN"
"QMSRZ337!C","Invalid PAN"
"BMUPA0702W","Valid PAN"
"WFSUB814!X","Invalid PAN"
"EXKBY0423A","Valid PAN"
"IWGOQ6059B","Valid PAN"
"WSD5851","Invalid PAN"
"JOMRE9229M","Invalid PAN"
"JUAGU1249P","Valid PAN"
"AIEYS4563D","Valid PAN"
"CQVED95163W","Invalid PAN"
"IPSLX475!I","Invalid PAN"
"HTSHC2239T","Invalid PAN"
"AHBJU5345V","Valid PAN"
"IIGNK206!H","Invalid PAN"
"HUTDU7365W","Valid PAN"
"YFZCV1995O","Invalid PAN"
"CTMYU2528P","Valid PAN"
"WPNWW422!L","Invalid PAN"
"YLJCP1316O","Valid PAN"
"MTAXV700!K","Invalid PAN"
"VAOKV0559X","Invalid PAN"
"OUEXN15190J","Invalid PAN"
"HEHCE5611V","Invalid PAN"
"ZUYGO1668C","Invalid PAN"
"TKW8199","Invalid PAN"
"VTHJQ8511P","Invalid PAN"
"UGBHV9364F","Valid PAN"
"FFFRQ9199F","Invalid PAN"
"XUARE2873C","Valid PAN"
"VKHWC7784O","Invalid PAN"
"XDSNU6032D","Valid PAN"
"TLUON6458A","Valid PAN"
"SIH2706","Invalid PAN"
"ADGPM46488M","Invalid PAN"
"BEQL73131T","Invalid PAN"
"PNTBZ501!P","Invalid PAN"
"RVYEZ5176L","Valid PAN"
"AGD6990","Invalid PAN"
"RZFA60468T","Invalid PAN"
"FXOQ81887T","Invalid PAN"
"VBUOD041!J","Invalid PAN"
"NQTSB7614W","Valid PAN"
"STVHF4523M","Valid PAN"
"CHWKR96775F","Invalid PAN"
"XUNKL2814R","Valid PAN"
"TCOBC1672C","Valid PAN"
"XPPKU5958X","Invalid PAN"
"ETVSQ2345L","Invalid PAN"
"TEAS36576J","Invalid PAN"
"TDB3333","Invalid PAN"
"YCWZY2384M","Valid PAN"
"EYTFI4108E","Valid PAN"
"AIAFX3942U","Valid PAN"
"ZXUJN9361O","Valid PAN"
"IIPJY6124Q","Invalid PAN"
"JHUDA2805Q","Valid PAN"
"PZEU78275H","Invalid PAN"
"WKEUS8336O","Invalid PAN"
"BKFEU1751B","Valid PAN"
"TNC4832","Invalid PAN"
"IUCCG879!B","Invalid PAN"
"WLBDZ24326P","Invalid PAN"
"FWLMM6902P","Invalid PAN"
"ZZYD59430R","Invalid PAN"
"IMARS858!E","Invalid PAN"
"OPRLT1993N","Invalid PAN"
"FDWFP4425J","Invalid PAN"
"CIMG21276D","Invalid PAN"
"XADRE4357D","Valid PAN"
"SKAZT58271T","Invalid PAN"
"SBIA81273X","Invalid PAN"
"DJSRZ8100I","Invalid PAN"
"FEG0865","Invalid PAN"
"WGTFP08671T","Invalid PAN"
"VQFNM2758R","Valid PAN"
"GLGSM5363V","Valid PAN"
"EQSGX3743A","Valid PAN"
"KSKGA8258T","Valid PAN"
"HFAXA87054Y","Invalid PAN"
"SMA7824","Invalid PAN"
"GPFYV6050L","Valid PAN"
"TNP9205","Invalid PAN"
"HVTZ52097S","Invalid PAN"
"WCUHI3065L","Valid PAN"
"ARHKE1324X","Valid PAN"
"ZPJQS1155M","Invalid PAN"
"RWZAK6286L","Valid PAN"
"DHGFA8995A","Invalid PAN"
"MQS2596","Invalid PAN"
"DFQWI5599Z","Invalid PAN"
"YQWZI7322Q","Invalid PAN"
"WFMHW2678R","Valid PAN"
"OPYCR9953U","Invalid PAN"
"CWYTV4345G","Valid PAN"
"KQWJL5395V","Valid PAN"
"PSNUA8720F","Valid PAN"
"QPQQO0727Q","Invalid PAN"
"ITIAI5840P","Valid PAN"
"RBU0326","Invalid PAN"
"NFGMU6732Y","Valid PAN"
"SCHXU4776U","Invalid PAN"
"CHBQJ2816A","Valid PAN"
"SECQ79653M","Invalid PAN"
"UEDHA6693Y","Invalid PAN"
"CRXNQ3862W","Valid PAN"
"QTEIX2970X","Valid PAN"
"HQNBR62269D","Invalid PAN"
"CNGGG9228V","Invalid PAN"
"JFVFY5711F","Invalid PAN"
"WLTJ61936T","Invalid PAN"
"BMVI99459U","Invalid PAN"
"DVCOY1552Y","Invalid PAN"
"DYPEM1746P","Valid PAN"
"FRSFZ1038O","Valid PAN"
"CVWLM4449X","Invalid PAN"
"LIZOV5911C","Invalid PAN"
"MCYBN998!L","Invalid PAN"
"UFFQ18785Y","Invalid PAN"
"ICBUE016!V","Invalid PAN"
"HXNKI5886O","Invalid PAN"
"VMJLD8290Q","Valid PAN"
"ZZZZX1419K","Invalid PAN"
"YPYEA4432P","Invalid PAN"
"KTBPX2740N","Valid PAN"
"IFX6505","Invalid PAN"
"VZCNF066!T","Invalid PAN"
"MDCXS3829N","Valid PAN"
"RFRHG1629V","Valid PAN"
"VZA9737","Invalid PAN"
"HIONW6431A","Valid PAN"
"EDTWB4450O","Invalid PAN"
"VNJUS7903Z","Valid PAN"
"QIRTH5181A","Valid PAN"
"RPMKH7961W","Valid PAN"
"HBWP18270G","Invalid PAN"
"QWUHP2917C","Valid PAN"
"MJNMV45325I","Invalid PAN"
"BJFE25441Y","Invalid PAN"
"RYDOA1797F","Valid PAN"
"GQLUQ8014Z","Valid PAN"
"TORYU6863O","Valid PAN"
"MQACZ59503T","Invalid PAN"
"WGZEV8672O","Valid PAN"
"EJSL67547N","Invalid PAN"
"LNDJJ0559D","Invalid PAN"
"LRUAC1070B","Valid PAN"
"YRI0524","Invalid PAN"
"FKSLW0127W","Valid PAN"
"KVKD56450F","Invalid PAN"
"CLBNI8623A","Valid PAN"
"BGYXF0284H","Valid PAN"
"MDYGP85910L","Invalid PAN"
"FINMY10479D","Invalid PAN"
"KRUBU742!N","Invalid PAN"
"VIP4303","Invalid PAN"
"PLXHS0777G","Invalid PAN"
"XYXYZ678!O","Invalid PAN"
"IXRYV6412D","Valid PAN"
"YHKZE4960G","Valid PAN"
"LFMAD5802Z","Valid PAN"
"TMT4420","Invalid PAN"
"HTMHD03267D","Invalid PAN"
"HVWDM8555D","Invalid PAN"
"BQIDI28916L","Invalid PAN"
"LWF6925","Invalid PAN"
"BJXCK6564D","Valid PAN"
"SVMZI9869J","Valid PAN"
"HRLK42816G","Invalid PAN"
"QPWJP5308R","Valid PAN"
"JIPZX6520A","Valid PAN"
"ONKWD9750T","Valid PAN"
"ARRX09878U","Invalid PAN"
"DBXBW9563F","Valid PAN"
"HSNMA2098A","Valid PAN"
"QRQLG1011I","Invalid PAN"
"VDXDM684!R","Invalid PAN"
"UTUAR430!D","Invalid PAN"
"DIZEB065!H","Invalid PAN"
"OHVFS9237N","Valid PAN"
"YPJVB5850X","Valid PAN"
"BLCWG28507Q","Invalid PAN"
"ZXX8022","Invalid PAN"
"YLMEB6090B","Valid PAN"
"GSUYC8202X","Valid PAN"
"IFEYD2572H","Valid PAN"
"UWVTE23542V","Invalid PAN"
"VRHOC9505C","Valid PAN"
"FODB48373Y","Invalid PAN"
"OINLZ62410Y","Invalid PAN"
"FCOVW508!K","Invalid PAN"
"RHS1497","Invalid PAN"
"AJL5206","Invalid PAN"
"COBIA6512M","Valid PAN"
"LCTFX8890W","Invalid PAN"
"OGISK6821U","Valid PAN"
"TYAYW3401Y","Valid PAN"
"UWSGV2713O","Valid PAN"
"SWOOU1686C","Invalid PAN"
"OBEET622!R","Invalid PAN"
"GUJCN9905X","Invalid PAN"
"NEIX22176U","Invalid PAN"
"AKTWV3032S","Valid PAN"
"JKSWD4687M","Valid PAN"
"WCU9558","Invalid PAN"
"EJMCZ7492Q","Valid PAN"
"PHOXD7232L","Valid PAN"
"SMLWZ6805I","Valid PAN"
"AMVR78823T","Invalid PAN"
"RGJGL5994O","Invalid PAN"
"YKQDW7172A","Valid PAN"
"OBBNB3727T","Invalid PAN"
"NUWPX1887H","Invalid PAN"
"ZNOU70890V","Invalid PAN"
"LNTGC9941Q","Invalid PAN"
"DPC0807","Invalid PAN"
"DTNVT8751O","Valid PAN"
"GUQHM0030V","Invalid PAN"
"RHTQG8373B","Valid PAN"
"HVATS7924T","Valid PAN"
"MDEQI7804A","Valid PAN"
"OYXCT1953J","Valid PAN"
"SVJ6827","Invalid PAN"
"UXJ7120","Invalid PAN"
"RWTUF6292Y","Valid PAN"
"AVFGZ4631J","Valid PAN"
"XZAE66662S","Invalid PAN"
"BRETS9611V","Invalid PAN"
"NOEUL50505V","Invalid PAN"
"PNYYX9863R","Invalid PAN"
"VOHE17520T","Invalid PAN"
"OZKDO0930V","Valid PAN"
"GOR2283","Invalid PAN"
"MKKBB5843B","Invalid PAN"
"BVEP66928M","Invalid PAN"
"THGQJ6770Q","Invalid PAN"
"UHFVK8512W","Valid PAN"
"HTPDB765!V","Invalid PAN"
"ZFYYW50014I","Invalid PAN"
"FLVVY137!J","Invalid PAN"
"VQWLS3712T","Valid PAN"
"BUPS94025P","Invalid PAN"
"JIKZC30396U","Invalid PAN"
"CFO9618","Invalid PAN"
"SNDKX4305K","Valid PAN"
"YLVZR14652I","Invalid PAN"
"GCGWA017!O","Invalid PAN"
"FSYTK9201T","Valid PAN"
"TKNTI8052U","Valid PAN"
"XQQVQ43643F","Invalid PAN"
"GQRKZ66550S","Invalid PAN"
"MRCRU73927T","Invalid PAN"
"KBDZL503!B","Invalid PAN"
"INTFQ1732E","Valid PAN"
"TLMTR4369W","Valid PAN"
"NLTM45008S","Invalid PAN"
"ZGLPI2877H","Invalid PAN"
"CHMFS2291J","Invalid PAN"
"DZZKP3815W","Invalid PAN"
"HWQ1744","Invalid PAN"
"WXWR33458M","Invalid PAN"
"OAIDU2016F","Valid PAN"
"SBXOE8382X","Valid PAN"
"FNQGY3682A","Valid PAN"
"FLYDK86330D","Invalid PAN"
"BHZKN8676Z","Valid PAN"
"LIZBC2978T","Valid PAN"
"KYM3254","Invalid PAN"
"VJTEV8842O","Invalid PAN"
"HCAQF4607L","Valid PAN"
"AALBX6896M","Invalid PAN"
"OSCVU786!H","Invalid PAN"
"SZNSI6161Y","Valid PAN"
"HQBAC6082X","Valid PAN"
"VOSCN1825C","Valid PAN"
"UTRSN5562B","Invalid PAN"
"GEOR54323X","Invalid PAN"
"RLLHK7133N","Invalid PAN"
"EWWMC50161C","Invalid PAN"
"ITGCX5127H","Valid PAN"
"RWDHU35640O","Invalid PAN"
"PNSMG0049U","Invalid PAN"
"ZKY3740","Invalid PAN"
"GHHGY4540G","Invalid PAN"
"XQLRH90329O","Invalid PAN"
"EKTMW948!A","Invalid PAN"
"LUWCY379!O","Invalid PAN"
"IJWDX1941K","Valid PAN"
"VXJNV725!M","Invalid PAN"
"SATY85884K","Invalid PAN"
"KLXDK2311J","Invalid PAN"
"ESEJT7988D","Invalid PAN"
"YZOPS4937O","Valid PAN"
"CXWLC4479O","Invalid PAN"
"HQA1223","Invalid PAN"
"LRIIT3846J","Invalid PAN"
"CMQ2461","Invalid PAN"
"DKDF05397N","Invalid PAN"
"MHE0601","Invalid PAN"
"CYQXI2720V","Valid PAN"
"VHOZZ7887T","Invalid PAN"
"YPMDI3873R","Valid PAN"
"STRPU8792D","Valid PAN"
"KCVIP982!T","Invalid PAN"
"KBUP16025Z","Invalid PAN"
"APWPJ78488M","Invalid PAN"
"PLKIR0534L","Valid PAN"
"FHVO73754Z","Invalid PAN"
"UGYNP872!L","Invalid PAN"
"ZOXMW7443Z","Invalid PAN"
"GLVQU95204N","Invalid PAN"
"FDI1386","Invalid PAN"
"BNNRW5219D","Invalid PAN"
"JTHHS5893H","Invalid PAN"
"JOI9716","Invalid PAN"
"CWWYK5457D","Invalid PAN"
"YPG6871","Invalid PAN"
"JSDOJ0659K","Valid PAN"
"YCDZO33765H","Invalid PAN"
"XOXGJ2090U","Valid PAN"
"ZAOGW9925U","Invalid PAN"
"QICSE752!I","Invalid PAN"
"CLPJJ1092C","Invalid PAN"
"FGID47219R","Invalid PAN"
"WKCLL2593C","Invalid PAN"
"OFLJL2233S","Invalid PAN"
"RPLTE8130D","Valid PAN"
"SKLJA4746H","Valid PAN"
"KIITK2696E","Invalid PAN"
"VHTSV988!J","Invalid PAN"
"WOMKY6922E","Invalid PAN"
"XUQND6629Z","Invalid PAN"
"PZKDR2722X","Invalid PAN"
"PCNTS6356N","Valid PAN"
"PYPNA4204B","Valid PAN"
"ZNOUA965!E","Invalid PAN"
"KMHYT0483B","Valid PAN"
"XXEVB6959F","Invalid PAN"
"HOLF21431P","Invalid PAN"
"SARLN43055G","Invalid PAN"
"RHIZA5599M","Invalid PAN"
"ITJIV0468U","Valid PAN"
"SHMED1921N","Valid PAN"
"FRQ1325","Invalid PAN"
"FON9129","Invalid PAN"
"ALAFZ8899B","Invalid PAN"
"UCCTJ4039J","Invalid PAN"
"DUTHA3240C","Valid PAN"
"KAC3860","Invalid PAN"
"ZKL4566","Invalid PAN"
"VKAFV1537K","Valid PAN"
"HVPUI7600N","Invalid PAN"
"VIOYI9231P","Valid PAN"
"RTGBO2635E","Valid PAN"
"VGJYM4906P","Valid PAN"
"BISMX4054R","Valid PAN"
"QASXO0636K","Valid PAN"
"YGFZ22049Z","Invalid PAN"
"KYCJH8937F","Valid PAN"
"MPHEG48402N","Invalid PAN"
"GKYJ38467L","Invalid PAN"
"WXNAI9232X","Valid PAN"
"SZPSB2538A","Valid PAN"
"UOEGO6761V","Valid PAN"
"VOOID335!J","Invalid PAN"
"GAL8391","Invalid PAN"
"ZHGUT5623M","Valid PAN"
"BHVW58774S","Invalid PAN"
"YOHYS003!O","Invalid PAN"
"XAUJC843!E","Invalid PAN"
"WROTU281!G","Invalid PAN"
"QBDHU4135B","Valid PAN"
"QMBJL66341G","Invalid PAN"
"MMNRY7858K","Invalid PAN"
"JPPKL9880O","Invalid PAN"
"ECWWB4778K","Invalid PAN"
"CQZVT4832Q","Valid PAN"
"QPNQB8657E","Valid PAN"
"PHOC68728Y","Invalid PAN"
"SYMZG7942T","Valid PAN"
"KEG5672","Invalid PAN"
"FSEG86550V","Invalid PAN"
"ZWDNW3493Z","Valid PAN"
"DKCFO55021I","Invalid PAN"
"MCDSX990!H","Invalid PAN"
"ACSFZ3126B","Valid PAN"
"NWEVI2152V","Valid PAN"
"XRMKD6389E","Valid PAN"
"HIKHZ1705C","Valid PAN"
"TWNVV4835W","Invalid PAN"
"LEHEI754!U","Invalid PAN"
"ORQ9218","Invalid PAN"
"GZTBR0674X","Valid PAN"
"XHKNH91550Q","Invalid PAN"
"URQCE406!C","Invalid PAN"
"XPOLP163!J","Invalid PAN"
"SVH2270","Invalid PAN"
"HXBLA0770O","Invalid PAN"
"SPCQT8829Y","Invalid PAN"
"UWZKC1032Y","Valid PAN"
"FJQP68210M","Invalid PAN"
"ZIPFK380!Y","Invalid PAN"
"MMRM32630A","Invalid PAN"
"ZOHFC853!L","Invalid PAN"
"MDRGQ72010I","Invalid PAN"
"UTPRV38698O","Invalid PAN"
"XUT5875","Invalid PAN"
"QEJFK1296M","Valid PAN"
"DZLIG1388Z","Invalid PAN"
"SUYSP9049F","Valid PAN"
"JZWMD1367W","Valid PAN"
"RFCIV3109Q","Valid PAN"
"TNBUF7153J","Valid PAN"
"FCDKU1327K","Valid PAN"
"BCPVB4748C","Valid PAN"
"PNRWO33001P","Invalid PAN"
"MBOCI9872C","Valid PAN"
"SJFOB13626O","Invalid PAN"
"VKMTT3355Q","Invalid PAN"
"UVALR5935T","Valid PAN"
"CETRL4930E","Valid PAN"
"PQRG06319E","Invalid PAN"
"IEAQO3758J","Valid PAN"
"RUVOM022!J","Invalid PAN"
"JKDWR8437K","Valid PAN"
"URVTQ204!X","Invalid PAN"
"ZNQZR0360O","Valid PAN"
"LYEPM6943P","Valid PAN"
"MPL1766","Invalid PAN"
"UCTSX384!D","Invalid PAN"
"YRRXL3202E","Invalid PAN"
"BOEEV4925Q","Invalid PAN"
"PRQIZ021!M","Invalid PAN"
"WOMIC49720K","Invalid PAN"
"AGNQI5909M","Valid PAN"
"HXGVL74709V","Invalid PAN"
"VQISB6468S","Valid PAN"
"HIYFK7382M","Valid PAN"
"RKEVF29586B","Invalid PAN"
"FFWXE1080C","Invalid PAN"
"BWGFH3230B","Valid PAN"
"AZNQ21506Y","Invalid PAN"
"RHANB6217M","Valid PAN"
"VKOMV6478O","Valid PAN"
"LOCAA857!X","Invalid PAN"
"VXVXZ3962G","Valid PAN"
"HQWDR88475L","Invalid PAN"
"GIJHY2357I","Valid PAN"
"BBTNY660!L","Invalid PAN"
"RLJOA0854N","Valid PAN"
"YSVOL2690S","Valid PAN"
"YDIEP0640D","Valid PAN"
"FCFLD0545N","Valid PAN"
"ZFQXY6990J","Invalid PAN"
"DSRNG7593K","Valid PAN"
"BKGLO40723O","Invalid PAN"
"SKI6670","Invalid PAN"
"JPBDS9196B","Valid PAN"
"PTLUK7074M","Valid PAN"
"JVK3267","Invalid PAN"
"YSV9217","Invalid PAN"
"VXTOY6057B","Valid PAN"
"ERSOE0199P","Invalid PAN"
"KJDOB168!M","Invalid PAN"
"LFQO80039E","Invalid PAN"
"OPNUG1159B","Invalid PAN"
"BVBUL5938C","Valid PAN"
"UPLHR4079F","Valid PAN"
"BZGYD121!P","Invalid PAN"
"PXJMX5125J","Valid PAN"
"EYHD91789E","Invalid PAN"
"SMJSK31912W","Invalid PAN"
"OCDVX5864A","Valid PAN"
"GWZM38914D","Invalid PAN"
"TYKDW035!N","Invalid PAN"
"VDDQS3487L","Invalid PAN"
"XQFYB11582J","Invalid PAN"
"TCJ1265","Invalid PAN"
"WCYFK0369W","Valid PAN"
"ZKPWY063!Q","Invalid PAN"
"SDSPJ3560J","Valid PAN"
"RUMAY7011T","Invalid PAN"
"YYWEV0859L","Invalid PAN"
"KOQCL80405J","Invalid PAN"
"CYTSD32387Y","Invalid PAN"
"GZMPD75899W","Invalid PAN"
"ACQCF1967N","Valid PAN"
"TGHK30605J","Invalid PAN"
"TFRFF84303F","Invalid PAN"
"GIJHV3825R","Valid PAN"
"ZRLGX8039O","Valid PAN"
"MAPWN834!Z","Invalid PAN"
"OMTJH4337X","Invalid PAN"
"OVQPF76102K","Invalid PAN"
"VTRHJ80412P","Invalid PAN"
"PBO0050","Invalid PAN"
"EMTGY7581V","Valid PAN"
"CMDPQ637!K","Invalid PAN"
"OERD17554K","Invalid PAN"
"HHKAU1799V","Invalid PAN"
"ZMCPS296!A","Invalid PAN"
"DKUGB8437E","Valid PAN"
"KIIWS4071G","Invalid PAN"
"MKPVB8660M","Invalid PAN"
"PTIHG1921C","Valid PAN"
"YVY5529","Invalid PAN"
"GZS7686","Invalid PAN"
"FXDUD7987F","Valid PAN"
"XRHWU44337C","Invalid PAN"
"FJYJK8744C","Invalid PAN"
"CETGP27910Q","Invalid PAN"
"VIPBF27516J","Invalid PAN"
"RSZWV5935E","Valid PAN"
"ROZKR08743V","Invalid PAN"
"VVVA33701U","Invalid PAN"
"GFDHZ4902V","Valid PAN"
"RHXJX6862Z","Valid PAN"
"BZFYV5660J","Invalid PAN"
"ZMTWN9629G","Valid PAN"
"VSHI93402R","Invalid PAN"
"QDJ6412","Invalid PAN"
"TIGWE0051Z","Invalid PAN"
"EQWJY25526S","Invalid PAN"
"MBXA06072J","Invalid PAN"
"GKRJV6838U","Valid PAN"
